C.25.99.91;Fabbricazione di magneti metallici permanenti;
C.25.99.99;Fabbricazione di altri articoli metallici e minuteria metallica nca;
C.26;FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI;
C.26.1;FABBRICAZIONE DI COMPONENTI ELETTRONICI E SCHEDE ELETTRONICHE;
C.26.11;Fabbricazione di componenti elettronici;
C.26.11.0;Fabbricazione di componenti elettronici;
C.26.11.01;Fabbricazione di diodi, transistor e relativi congegni elettronici;
C.26.11.09;Fabbricazione di altri componenti elettronici;
C.26.12;Fabbricazione di schede elettroniche assemblate;
C.26.12.0;Fabbricazione di schede elettroniche assemblate;
C.26.12.00;Fabbricazione di schede elettroniche assemblate;
C.26.2;FABBRICAZIONE DI COMPUTER E UNIT� PERIFERICHE;
C.26.20;Fabbricazione di computer e unit� periferiche;
C.26.20.0;Fabbricazione di computer e unit� periferiche;
C.26.20.00;Fabbricazione di computer e unit� periferiche;
C.26.3;FABBRICAZIONE DI APPARECCHIATURE PER LE TELECOMUNICAZIONI;
C.26.30;Fabbricazione di apparecchiature per le telecomunicazioni;
C.26.30.1;Fabbricazione di apparecchi trasmittenti radiotelevisivi (incluse le telecamere);
C.26.30.10;Fabbricazione di apparecchi trasmittenti radiotelevisivi (incluse le telecamere);
C.26.30.2;Fabbricazione di apparecchi elettrici ed elettronici per telecomunicazioni;
C.26.30.21;Fabbricazione di sistemi antifurto e antincendio;
C.26.30.29;Fabbricazione di altri apparecchi elettrici ed elettronici per telecomunicazioni;
C.26.4;FABBRICAZIONE DI PRODOTTI DI ELETTRONICA DI CONSUMO AUDIO E VIDEO;
C.26.40;Fabbricazione di prodotti di elettronica di consumo audio e video;
C.26.40.0;Fabbricazione di apparecchi per la riproduzione e registrazione del suono e delle immagini;
C.26.40.01;Fabbricazione di apparecchi per la riproduzione e registrazione del suono e delle immagini;
C.26.40.02;Fabbricazione di console per videogiochi (esclusi i giochi elettronici);
C.26.5;FABBRICAZIONE DI STRUMENTI E APPARECCHI DI MISURAZIONE, PROVA E NAVIGAZIONE; OROLOGI;
C.26.51;Fabbricazione di strumenti e apparecchi di misurazione, prova e navigazione (esclusi quelli ottici);
C.26.51.1;Fabbricazione di strumenti per navigazione, idrologia, geofisica e meteorologia;
C.26.51.10;Fabbricazione di strumenti per navigazione, idrologia, geofisica e meteorologia;
C.26.51.2;Fabbricazione di contatori di elettricit�, gas, acqua ed altri liquidi, di bilance analitiche di precisione, di apparecchi di misura e regolazione (incluse parti staccate e accessori);
C.26.51.21;Fabbricazione di rilevatori di fiamma e combustione, di mine, di movimento, generatori d'impulso e metal detector;
C.26.51.29;Fabbricazione di altri apparecchi di misura e regolazione, strumenti da disegno, di contatori di elettricit�, gas, acqua ed altri liquidi, di bilance analitiche di precisione (incluse parti staccate ed accessori);
C.26.52;Fabbricazione di orologi;
C.26.52.0;Fabbricazione di orologi;
C.26.52.00;Fabbricazione di orologi;
C.26.6;FABBRICAZIONE DI STRUMENTI PER IRRADIAZIONE, APPARECCHIATURE ELETTROMEDICALI ED ELETTROTERAPEUTICHE;
C.26.60;Fabbricazione di strumenti per irradiazione, apparecchiature elettromedicali ed elettroterapeutiche;
C.26.60.0;Fabbricazione di strumenti per irradiazione, apparecchiature elettromedicali ed elettroterapeutiche;
C.26.60.01;Fabbricazione di apparecchiature di irradiazione per alimenti e latte;
C.26.60.02;Fabbricazione di apparecchi elettromedicali (incluse parti staccate e accessori);
C.26.60.09;Fabbricazione di altri strumenti per irradiazione ed altre apparecchiature elettroterapeutiche;
C.26.7;FABBRICAZIONE DI STRUMENTI OTTICI E ATTREZZATURE FOTOGRAFICHE;
C.26.70;Fabbricazione di strumenti ottici e attrezzature fotografiche;
C.26.70.1;Fabbricazione di elementi ottici e strumenti ottici di misura, controllo e precisione;
C.26.70.11;Fabbricazione di elementi ottici e strumenti ottici di precisione;
C.26.70.12;Fabbricazione di attrezzature ottiche di misurazione e controllo;
C.26.70.2;Fabbricazione di apparecchiature fotografiche e cinematografiche;
C.26.70.20;Fabbricazione di apparecchiature fotografiche e cinematografiche;
C.26.8;FABBRICAZIONE DI SUPPORTI MAGNETICI ED OTTICI;
C.26.80;Fabbricazione di supporti magnetici ed ottici;
C.26.80.0;Fabbricazione di supporti magnetici ed ottici;
C.26.80.00;Fabbricazione di supporti magnetici ed ottici;
C.27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;
C.27.1;FABBRICAZIONE DI MOTORI, GENERATORI E TRASFORMATORI ELETTRICI E DI APPARECCHIATURE PER LA DISTRIBUZIONE E IL CONTROLLO DELL'ELETTRICIT�;
C.27.11;Fabbricazione di motori, generatori e trasformatori elettrici;
C.27.11.0;Fabbricazione di motori, generatori e trasformatori elettrici;
C.27.11.00;Fabbricazione di motori, generatori e trasformatori elettrici;
C.27.12;Fabbricazione di apparecchiature per le reti di distribuzione e il controllo dell'elettricit�;
C.27.12.0;Fabbricazione di apparecchiature per le reti di distribuzione e il controllo dell'elettricit�;
C.27.12.00;Fabbricazione di apparecchiature per le reti di distribuzione e il controllo dell'elettricit�;
C.27.2;FABBRICAZIONE DI BATTERIE DI PILE ED ACCUMULATORI ELETTRICI;
C.27.20;Fabbricazione di batterie di pile ed accumulatori elettrici;
C.27.20.0;Fabbricazione di batterie di pile ed accumulatori elettrici;
C.27.20.00;Fabbricazione di batterie di pile ed accumulatori elettrici;
C.27.3;FABBRICAZIONE DI CABLAGGI E APPARECCHIATURE DI CABLAGGIO;
C.27.31;Fabbricazione di cavi a fibra ottica;
C.27.31.0;Fabbricazione di cavi a fibra ottica;
C.27.31.01;Fabbricazione di cavi a fibra ottica per la trasmissione di dati o di immagini;
C.27.31.02;Fabbricazione di fibre ottiche;
C.27.32;Fabbricazione di altri fili e cavi elettrici ed elettronici;
C.27.32.0;Fabbricazione di altri fili e cavi elettrici ed elettronici;
C.27.32.00;Fabbricazione di altri fili e cavi elettrici ed elettronici;
C.27.33;Fabbricazione di attrezzature per cablaggio;
C.27.33.0;Fabbricazione di attrezzature per cablaggio;
C.27.33.01;Fabbricazione di apparecchiature in plastica non conduttiva;
C.27.33.09;Fabbricazione di altre attrezzature per cablaggio;
C.27.4;FABBRICAZIONE DI APPARECCHIATURE PER ILLUMINAZIONE;
C.27.40;Fabbricazione di apparecchiature per illuminazione;
C.27.40.0;Fabbricazione di apparecchiature per illuminazione;
C.27.40.01;Fabbricazione di apparecchiature di illuminazione e segnalazione per mezzi di trasporto;
C.27.40.09;Fabbricazione di altre apparecchiature per illuminazione;
C.27.5;FABBRICAZIONE DI APPARECCHI PER USO DOMESTICO;
C.27.51;Fabbricazione di elettrodomestici;
C.27.51.0;Fabbricazione di elettrodomestici;
C.27.51.00;Fabbricazione di elettrodomestici;
C.27.52;Fabbricazione di apparecchi per uso domestico non elettrici;
C.27.52.0;Fabbricazione di apparecchi per uso domestico non elettrici;
C.27.52.00;Fabbricazione di apparecchi per uso domestico non elettrici;
C.27.9;FABBRICAZIONE DI ALTRE APPARECCHIATURE ELETTRICHE;
C.27.90;Fabbricazione di altre apparecchiature elettriche;
C.27.90.0;Fabbricazione di altre apparecchiature elettriche;
C.27.90.01;Fabbricazione di apparecchiature elettriche per saldature e brasature;
C.27.90.02;Fabbricazione di insegne elettriche e apparecchiature elettriche di segnalazione;
C.27.90.03;Fabbricazione di capacitori elettrici, resistenze, condensatori e simili, acceleratori;
C.27.90.09;Fabbricazione di altre apparecchiature elettriche nca;
C.28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;
C.28.1;FABBRICAZIONE DI MACCHINE DI IMPIEGO GENERALE;
C.28.11;Fabbricazione di motori e turbine (esclusi i motori per aeromobili, veicoli e motocicli);
C.28.11.1;Fabbricazione di motori a combustione interna (incluse parti e accessori ed esclusi i motori destinati ai mezzi di trasporto su strada e ad aeromobili);
C.28.11.11;Fabbricazione di motori a combustione interna (esclusi i motori destinati ai mezzi di trasporto su strada e ad aeromobili);
C.28.11.12;Fabbricazione di pistoni, fasce elastiche, carburatori e parti simili di motori a combustione interna;
C.28.11.2;Fabbricazione di turbine e turboalternatori (incluse parti e accessori);
C.28.11.20;Fabbricazione di turbine e turboalternatori (incluse parti e accessori);
C.28.12;Fabbricazione di apparecchiature fluidodinamiche;
C.28.12.0;Fabbricazione di apparecchiature fluidodinamiche;
C.28.12.00;Fabbricazione di apparecchiature fluidodinamiche;
C.28.13;Fabbricazione di altre pompe e compressori;
C.28.13.0;Fabbricazione di altre pompe e compressori;
C.28.13.00;Fabbricazione di altre pompe e compressori;
C.28.14;Fabbricazione di altri rubinetti e valvole;
C.28.14.0;Fabbricazione di altri rubinetti e valvole;
C.28.14.00;Fabbricazione di altri rubinetti e valvole;
C.28.15;Fabbricazione di cuscinetti, ingranaggi e organi di trasmissione (esclusi quelli idraulici);
C.28.15.1;Fabbricazione di organi di trasmissione (esclusi quelli idraulici e quelli per autoveicoli, aeromobili e motocicli);
C.28.15.10;Fabbricazione di organi di trasmissione (esclusi quelli idraulici e quelli per autoveicoli, aeromobili e motocicli);
C.28.15.2;Fabbricazione di cuscinetti a sfere;
C.28.15.20;Fabbricazione di cuscinetti a sfere;
C.28.2;FABBRICAZIONE DI ALTRE MACCHINE DI IMPIEGO GENERALE;
C.28.21;Fabbricazione di forni, bruciatori e sistemi di riscaldamento;
C.28.21.1;Fabbricazione di forni, fornaci e bruciatori;
C.28.21.10;Fabbricazione di forni, fornaci e bruciatori;
C.28.21.2;Fabbricazione di sistemi di riscaldamento;
C.28.21.21;Fabbricazione di caldaie per riscaldamento;
C.28.21.29;Fabbricazione di altri sistemi per riscaldamento;
C.28.22;Fabbricazione di macchine e apparecchi di sollevamento e movimentazione;
C.28.22.0;Fabbricazione di macchine e apparecchi di sollevamento e movimentazione;
C.28.22.01;Fabbricazione di ascensori, montacarichi e scale mobili;
C.28.22.02;Fabbricazione di gru, argani, verricelli a mano e a motore, carrelli trasbordatori, carrelli elevatori e piattaforme girevoli;
C.28.22.03;Fabbricazione di carriole;
C.28.22.09;Fabbricazione di altre macchine e apparecchi di sollevamento e movimentazione;
C.28.23;Fabbricazione di macchine ed attrezzature per ufficio (esclusi computer e unit� periferiche);
C.28.23.0;Fabbricazione di macchine ed attrezzature per ufficio (esclusi computer e unit� periferiche);
C.28.23.01;Fabbricazione di cartucce toner;
C.28.23.09;Fabbricazione di macchine ed altre attrezzature per ufficio (esclusi computer e periferiche);
C.28.24;Fabbricazione di utensili portatili a motore;
C.28.24.0;Fabbricazione di utensili portatili a motore;
C.28.24.00;Fabbricazione di utensili portatili a motore;
C.28.25;Fabbricazione di attrezzature di uso non domestico per la refrigerazione e la ventilazione;
C.28.25.0;Fabbricazione di attrezzature di uso non domestico per la refrigerazione e la ventilazione; fabbricazione di condizionatori domestici fissi;
C.28.25.00;Fabbricazione di attrezzature di uso non domestico per la refrigerazione e la ventilazione; fabbricazione di condizionatori domestici fissi;
C.28.29;Fabbricazione di altre macchine di impiego generale nca;
C.28.29.1;Fabbricazione di bilance e di macchine automatiche per la vendita e la distribuzione (incluse parti staccate e accessori);
C.28.29.10;Fabbricazione di bilance e di macchine automatiche per la vendita e la distribuzione (incluse parti staccate e accessori);
C.28.29.2;Fabbricazione di macchine e apparecchi per le industrie chimiche, petrolchimiche e petrolifere (incluse parti e accessori);
C.28.29.20;Fabbricazione di macchine e apparecchi per le industrie chimiche, petrolchimiche e petrolifere (incluse parti e accessori);
C.28.29.3;Fabbricazione di macchine automatiche per la dosatura, la confezione e per l'imballaggio (incluse parti e accessori);
C.28.29.30;Fabbricazione di macchine automatiche per la dosatura, la confezione e per l'imballaggio (incluse parti e accessori);
C.28.29.9;Fabbricazione di macchine di impiego generale ed altro materiale meccanico nca;
C.28.29.91;Fabbricazione di apparecchi per depurare e filtrare liquidi e gas per uso non domestico;
C.28.29.92;Fabbricazione di macchine per la pulizia (incluse le lavastoviglie) per uso non domestico;
C.28.29.93;Fabbricazione di livelle, metri doppi a nastro e utensili simili, strumenti di precisione per meccanica (esclusi quelli ottici);
C.28.29.99;Fabbricazione di altro materiale meccanico e di altre macchine di impiego generale nca;
C.28.3;FABBRICAZIONE DI MACCHINE PER L'AGRICOLTURA E LA SILVICOLTURA;
C.28.30;Fabbricazione di macchine per l'agricoltura e la silvicoltura;
C.28.30.1;Fabbricazione di trattori agricoli;
C.28.30.10;Fabbricazione di trattori agricoli;
C.28.30.9;Fabbricazione di altre macchine per l'agricoltura, la silvicoltura e la zootecnia;
C.28.30.90;Fabbricazione di altre macchine per l'agricoltura, la silvicoltura e la zootecnia;
C.28.4;FABBRICAZIONE DI MACCHINE PER LA FORMATURA DEI METALLI E DI ALTRE MACCHINE UTENSILI;
C.28.41;Fabbricazione di macchine utensili per la formatura dei metalli;
C.28.41.0;Fabbricazione di macchine utensili per la formatura dei metalli (incluse parti e accessori ed escluse le parti intercambiabili);
C.28.41.00;Fabbricazione di macchine utensili per la formatura dei metalli (incluse parti e accessori ed escluse le parti intercambiabili);
C.28.49;Fabbricazione di altre macchine utensili;
C.28.49.0;Fabbricazione di altre macchine utensili (incluse parti e accessori);
C.28.49.01;Fabbricazione di macchine per la galvanostegia;
C.28.49.09;Fabbricazione di altre macchine utensili (incluse parti e accessori) nca;
C.28.9;FABBRICAZIONE DI ALTRE MACCHINE PER IMPIEGHI SPECIALI;
C.28.91;Fabbricazione di macchine per la metallurgia;
C.28.91.0;Fabbricazione di macchine per la metallurgia (incluse parti e accessori);
C.28.91.00;Fabbricazione di macchine per la metallurgia (incluse parti e accessori);
C.28.92;Fabbricazione di macchine da miniera, cava e cantiere;
C.28.92.0;Fabbricazione di macchine da miniera, cava e cantiere (incluse parti e accessori);
C.28.92.01;Fabbricazione di macchine per il trasporto a cassone ribaltabile per impiego specifico in miniere, cave e cantieri;
C.28.92.09;Fabbricazione di altre macchine da miniera, cava e cantiere (incluse parti e accessori);
C.28.93;Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco;
C.28.93.0;Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco (incluse parti e accessori);
C.28.93.00;Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco (incluse parti e accessori);
C.28.94;Fabbricazione di macchine per le industrie tessili, dell'abbigliamento e del cuoio (incluse parti e accessori);
C.28.94.1;Fabbricazione di macchine tessili, di macchine e di impianti per il trattamento ausiliario dei tessili, di macchine per cucire e per maglieria (incluse parti e accessori);
C.28.94.10;Fabbricazione di macchine tessili, di macchine e di impianti per il trattamento ausiliario dei tessili, di macchine per cucire e per maglieria (incluse parti e accessori);
C.28.94.2;Fabbricazione di macchine e apparecchi per l'industria delle pelli, del cuoio e delle calzature (incluse parti e accessori);
C.28.94.20;Fabbricazione di macchine e apparecchi per l'industria delle pelli, del cuoio e delle calzature (incluse parti e accessori);
C.28.94.3;Fabbricazione di apparecchiature e di macchine per lavanderie e stirerie (incluse parti e accessori);
C.28.94.30;Fabbricazione di apparecchiature e di macchine per lavanderie e stirerie (incluse parti e accessori);
C.28.95;Fabbricazione di macchine per l'industria della carta e del cartone (incluse parti e accessori);
C.28.95.0;Fabbricazione di macchine per l'industria della carta e del cartone (incluse parti e accessori);
C.28.95.00;Fabbricazione di macchine per l'industria della carta e del cartone (incluse parti e accessori);
C.28.96;Fabbricazione di macchine per l'industria delle materie plastiche e della gomma (incluse parti e accessori);
C.28.96.0;Fabbricazione di macchine per l'industria delle materie plastiche e della gomma (incluse parti e accessori);
C.28.96.00;Fabbricazione di macchine per l'industria delle materie plastiche e della gomma (incluse parti e accessori);
C.28.99;Fabbricazione di macchine per impieghi speciali nca (incluse parti e accessori);
C.28.99.1;Fabbricazione di macchine per la stampa e la legatoria (incluse parti e accessori);
C.28.99.10;Fabbricazione di macchine per la stampa e la legatoria (incluse parti e accessori);
C.28.99.2;Fabbricazione di robot industriali per usi molteplici (incluse parti e accessori);
C.28.99.20;Fabbricazione di robot industriali per usi molteplici (incluse parti e accessori);
C.28.99.3;Fabbricazione di apparecchi per istituti di bellezza e centri di benessere;
C.28.99.30;Fabbricazione di apparecchi per istituti di bellezza e centri di benessere;
C.28.99.9;Fabbricazione di altre macchine per impieghi speciali nca (incluse parti e accessori);
C.28.99.91;Fabbricazione di apparecchiature per il lancio di aeromobili, catapulte per portaerei e apparecchiature simili;
C.28.99.92;Fabbricazione di giostre, altalene ed altre attrezzature per parchi di divertimento;
C.28.99.93;Fabbricazione di apparecchiature per l'allineamento e il bilanciamento delle ruote; altre apparecchiature per il bilanciamento;
C.28.99.99;Fabbricazione di altre macchine ed attrezzature per impieghi speciali nca (incluse parti e accessori);
C.29;FABBRICAZIONE DI AUTOVEICOLI, RIMORCHI E SEMIRIMORCHI;
C.29.1;FABBRICAZIONE DI AUTOVEICOLI;
C.29.10;Fabbricazione di autoveicoli;
C.29.10.0;Fabbricazione di autoveicoli;
C.29.10.00;Fabbricazione di autoveicoli;
C.29.2;FABBRICAZIONE DI CARROZZERIE PER AUTOVEICOLI, RIMORCHI E SEMIRIMORCHI;
C.29.20;Fabbricazione di carrozzerie per autoveicoli, rimorchi e semirimorchi;
C.29.20.0;Fabbricazione di carrozzerie per autoveicoli, rimorchi e semirimorchi;
C.29.20.00;Fabbricazione di carrozzerie per autoveicoli, rimorchi e semirimorchi;
C.29.3;FABBRICAZIONE DI PARTI ED ACCESSORI PER AUTOVEICOLI E LORO MOTORI;
C.29.31;Fabbricazione di apparecchiature elettriche ed elettroniche per autoveicoli e loro motori;
C.29.31.0;Fabbricazione di apparecchiature elettriche ed elettroniche per autoveicoli e loro motori;
C.29.31.00;Fabbricazione di apparecchiature elettriche ed elettroniche per autoveicoli e loro motori;
C.29.32;Fabbricazione di altre parti ed accessori per autoveicoli;
C.29.32.0;Fabbricazione di altre parti ed accessori per autoveicoli;
C.29.32.01;Fabbricazione di sedili per autoveicoli;
C.29.32.09;Fabbricazione di altre parti ed accessori per autoveicoli e loro motori nca;
C.30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;
C.30.1;COSTRUZIONE DI NAVI E IMBARCAZIONI;
C.30.11;Costruzione di navi e di strutture galleggianti;
C.30.11.0;Cantieri navali per costruzioni metalliche e non metalliche;
C.30.11.01;Fabbricazione di sedili per navi;
C.30.11.02;Cantieri navali per costruzioni metalliche e non metalliche (esclusi i sedili per navi);
C.30.12;Costruzione di imbarcazioni da diporto e sportive;
C.30.12.0;Costruzione di imbarcazioni da diporto e sportive;
C.30.12.00;Costruzione di imbarcazioni da diporto e sportive;
C.30.2;COSTRUZIONE DI LOCOMOTIVE E DI MATERIALE ROTABILE FERRO-TRANVIARIO;
C.30.20;Costruzione di locomotive e di materiale rotabile ferro-tranviario;
C.30.20.0;Costruzione di materiale rotabile ferroviario, tranviario, filoviario, per metropolitane e per miniere;
C.30.20.01;Fabbricazione di sedili per tram, filovie e metropolitane;
C.30.20.02;Costruzione di altro materiale rotabile ferroviario, tranviario, filoviario, per metropolitane e per miniere;
C.30.3;FABBRICAZIONE DI AEROMOBILI, DI VEICOLI SPAZIALI E DEI RELATIVI DISPOSITIVI;
C.30.30;Fabbricazione di aeromobili, di veicoli spaziali e dei relativi dispositivi;
C.30.30.0;Fabbricazione di aeromobili, di veicoli spaziali e dei relativi dispositivi;
C.30.30.01;Fabbricazione di sedili per aeromobili;
C.30.30.02;Fabbricazione di missili balistici;
C.30.30.09;Fabbricazione di aeromobili, di veicoli spaziali e dei relativi dispositivi nca;
C.30.4;FABBRICAZIONE DI VEICOLI MILITARI DA COMBATTIMENTO;
C.30.40;Fabbricazione di veicoli militari da combattimento;
C.30.40.0;Fabbricazione di veicoli militari da combattimento;
C.30.40.00;Fabbricazione di veicoli militari da combattimento;
C.30.9;FABBRICAZIONE DI MEZZI DI TRASPORTO NCA;
C.30.91;Fabbricazione di motocicli (inclusi i motori);
C.30.91.1;Fabbricazione di motocicli e motoveicoli (inclusi i motori);
C.30.91.11;Fabbricazione di motori per motocicli;
C.30.91.12;Fabbricazione di motocicli;
C.30.91.2;Fabbricazione di accessori e pezzi staccati per motocicli e ciclomotori;
C.30.91.20;Fabbricazione di accessori e pezzi staccati per motocicli e ciclomotori;
C.30.92;Fabbricazione di biciclette e veicoli per invalidi;
C.30.92.1;Fabbricazione e montaggio di biciclette;
C.30.92.10;Fabbricazione e montaggio di biciclette;
C.30.92.2;Fabbricazione di parti ed accessori per biciclette;
C.30.92.20;Fabbricazione di parti ed accessori per biciclette;
C.30.92.3;Fabbricazione di veicoli per invalidi (incluse parti e accessori);
C.30.92.30;Fabbricazione di veicoli per invalidi (incluse parti e accessori);
C.30.92.4;Fabbricazione di carrozzine e passeggini per neonati;
C.30.92.40;Fabbricazione di carrozzine e passeggini per neonati;
C.30.99;Fabbricazione di altri mezzi di trasporto nca;
C.30.99.0;Fabbricazione di veicoli a trazione manuale o animale;
C.30.99.00;Fabbricazione di veicoli a trazione manuale o animale;
C.31;FABBRICAZIONE DI MOBILI;
C.31.0;FABBRICAZIONE DI MOBILI;
C.31.01;Fabbricazione di mobili per ufficio e negozi;
C.31.01.1;Fabbricazione di sedie e poltrone per ufficio e negozi;
C.31.01.10;Fabbricazione di sedie e poltrone per ufficio e negozi;
C.31.01.2;Fabbricazione di altri mobili per ufficio e negozi;
C.31.01.21;Fabbricazione di altri mobili metallici per ufficio e negozi;
C.31.01.22;Fabbricazione di altri mobili non metallici per ufficio e negozi;
C.31.02;Fabbricazione di mobili per cucina;
C.31.02.0;Fabbricazione di mobili per cucina;
C.31.02.00;Fabbricazione di mobili per cucina;
C.31.03;Fabbricazione di materassi;
C.31.03.0;Fabbricazione di materassi;
C.31.03.00;Fabbricazione di materassi;
C.31.09;Fabbricazione di altri mobili;
C.31.09.1;Fabbricazione di mobili per arredo domestico;
C.31.09.10;Fabbricazione di mobili per arredo domestico;
C.31.09.2;Fabbricazione di sedie e sedili (esclusi quelli per aeromobili, autoveicoli, navi, treni, ufficio e negozi);
C.31.09.20;Fabbricazione di sedie e sedili (esclusi quelli per aeromobili, autoveicoli, navi, treni, ufficio e negozi);
C.31.09.3;Fabbricazione di poltrone e divani;
C.31.09.30;Fabbricazione di poltrone e divani;
C.31.09.4;Fabbricazione di parti e accessori di mobili;
C.31.09.40;Fabbricazione di parti e accessori di mobili;
C.31.09.5;Finitura di mobili;
C.31.09.50;Finitura di mobili;
C.31.09.9;Fabbricazione di altri mobili (inclusi quelli per arredo esterno);
C.31.09.90;Fabbricazione di altri mobili (inclusi quelli per arredo esterno);
C.32;ALTRE INDUSTRIE MANIFATTURIERE;
C.32.1;FABBRICAZIONE DI GIOIELLERIA, BIGIOTTERIA E ARTICOLI CONNESSI; LAVORAZIONE DELLE PIETRE PREZIOSE;
C.32.11;Coniazione di monete;
C.32.11.0;Coniazione di monete;
C.32.11.00;Coniazione di monete;
C.32.12;Fabbricazione di oggetti di gioielleria e oreficeria e articoli connessi;
C.32.12.1;Fabbricazione di oggetti di gioielleria ed oreficeria in metalli preziosi o rivestiti di metalli preziosi;
C.32.12.10;Fabbricazione di oggetti di gioielleria ed oreficeria in metalli preziosi o rivestiti di metalli preziosi;
C.32.12.2;Lavorazione di pietre preziose e semipreziose per gioielleria e per uso industriale;
C.32.12.20;Lavorazione di pietre preziose e semipreziose per gioielleria e per uso industriale;
C.32.13;Fabbricazione di bigiotteria e articoli simili;
C.32.13.0;Fabbricazione di bigiotteria e articoli simili;
C.32.13.01;Fabbricazione di cinturini metallici per orologi (esclusi quelli in metalli preziosi);
C.32.13.09;Fabbricazione di bigiotteria e articoli simili nca;
C.32.2;FABBRICAZIONE DI STRUMENTI MUSICALI;
C.32.20;Fabbricazione di strumenti musicali;
C.32.20.0;Fabbricazione di strumenti musicali (incluse parti e accessori);
C.32.20.00;Fabbricazione di strumenti musicali (incluse parti e accessori);
C.32.3;FABBRICAZIONE DI ARTICOLI SPORTIVI;
C.32.30;Fabbricazione di articoli sportivi;
C.32.30.0;Fabbricazione di articoli sportivi;
C.32.30.00;Fabbricazione di articoli sportivi;
C.32.4;FABBRICAZIONE DI GIOCHI E GIOCATTOLI;
C.32.40;Fabbricazione di giochi e giocattoli;
C.32.40.1;Fabbricazione di giochi (inclusi i giochi elettronici);
C.32.40.10;Fabbricazione di giochi (inclusi i giochi elettronici);
C.32.40.2;Fabbricazione di giocattoli (inclusi i tricicli e gli strumenti musicali giocattolo);
C.32.40.20;Fabbricazione di giocattoli (inclusi i tricicli e gli strumenti musicali giocattolo);
C.32.5;FABBRICAZIONE DI STRUMENTI E FORNITURE MEDICHE E DENTISTICHE;
C.32.50;Fabbricazione di strumenti e forniture mediche e dentistiche;
C.32.50.1;Fabbricazione di mobili per uso medico, apparecchi medicali, di materiale medico-chirurgico e veterinario, di apparecchi e strumenti per odontoiatria (incluse parti staccate e accessori);
C.32.50.11;Fabbricazione di materiale medico-chirurgico e veterinario;
C.32.50.12;Fabbricazione di apparecchi e strumenti per odontoiatria e di apparecchi medicali (incluse parti staccate e accessori);
C.32.50.13;Fabbricazione di mobili per uso medico, chirurgico, odontoiatrico e veterinario;
C.32.50.14;Fabbricazione di centrifughe per laboratori;
C.32.50.2;Fabbricazione di protesi dentarie (inclusa riparazione);
C.32.50.20;Fabbricazione di protesi dentarie (inclusa riparazione);
C.32.50.3;Fabbricazione di protesi ortopediche, altre protesi ed ausili (inclusa riparazione);
C.32.50.30;Fabbricazione di protesi ortopediche, altre protesi ed ausili (inclusa riparazione);
C.32.50.4;Fabbricazione di lenti oftalmiche;
C.32.50.40;Fabbricazione di lenti oftalmiche;
C.32.50.5;Fabbricazione di armature per occhiali di qualsiasi tipo; montatura in serie di occhiali comuni;
C.32.50.50;Fabbricazione di armature per occhiali di qualsiasi tipo; montatura in serie di occhiali comuni;
C.32.9;INDUSTRIE MANIFATTURIERE NCA;
C.32.91;Fabbricazione di scope e spazzole;
C.32.91.0;Fabbricazione di scope e spazzole;
C.32.91.00;Fabbricazione di scope e spazzole;
C.32.99;Altre industrie manifatturiere nca;
C.32.99.1;Fabbricazione di attrezzature ed articoli di vestiario protettivi di sicurezza;
C.32.99.11;Fabbricazione di articoli di vestiario ignifughi e protettivi di sicurezza;
C.32.99.12;Fabbricazione di articoli in plastica per la sicurezza personale;
C.32.99.13;Fabbricazione di articoli in metallo per la sicurezza personale;
C.32.99.14;Fabbricazione di maschere antigas;
C.32.99.19;Fabbricazione di altre attrezzature ed altri articoli protettivi di sicurezza;
C.32.99.2;Fabbricazione di ombrelli, bottoni, chiusure lampo, parrucche e affini;
C.32.99.20;Fabbricazione di ombrelli, bottoni, chiusure lampo, parrucche e affini;
C.32.99.3;Fabbricazione di oggetti di cancelleria;
C.32.99.30;Fabbricazione di oggetti di cancelleria;
C.32.99.4;Fabbricazione di casse funebri;
C.32.99.40;Fabbricazione di casse funebri;
C.32.99.9;Fabbricazione di altri articoli nca;
C.32.99.90;Fabbricazione di altri articoli nca;
C.33;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;
C.33.1;RIPARAZIONE E MANUTENZIONE DI PRODOTTI IN METALLO, MACCHINE ED APPARECCHIATURE;
C.33.11;Riparazione e manutenzione di prodotti in metallo;
C.33.11.0;Riparazione e manutenzione di prodotti in metallo;
C.33.11.01;Riparazione e manutenzione di stampi, portastampi, sagome, forme per macchine;
C.33.11.02;Riparazione e manutenzione di utensileria ad azionamento manuale;
C.33.11.03;Riparazione e manutenzione di armi, sistemi d'arma e munizioni;
C.33.11.04;Riparazione e manutenzione di casseforti, forzieri, porte metalliche blindate;
